movieInfo,title,star,quote
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...;
                            2004 / 日本 / 爱情 动画 奇幻 冒险
                        ;
                                ;
                            ","哈尔的移动城堡, / ハウルの動く城",8.9,带着心爱的人在天空飞翔。
"
                            导演: 比利·怀尔德 Billy Wilder   主演: 查尔斯·劳顿 Charles Laughton / ...;
                            1957 / 美国 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ","控方证人, / Witness for the Prosecution",9.6,比利·怀德满分作品。
"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...;
                            1974 / 美国 / 剧情 犯罪
                        ;
                                ;
                            ","教父2, / The Godfather: Part Ⅱ",9.1,优雅的孤独。
"
                            导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 詹妮弗·...;
                            2001 / 美国 / 传记 剧情
                        ;
                                ;
                            ","美丽心灵, / A Beautiful Mind",8.9,爱是一切逻辑和原由。
"
                            导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...;
                            1989 / 美国 / 剧情
                        ;
                                ;
                            ","死亡诗社, / Dead Poets Society",8.9,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...;
                            2002 / 美国 新西兰 / 剧情 动作 奇幻 冒险
                        ;
                                ;
                            ","指环王2：双塔奇兵, / The Lord of the Rings: The Two Towers",8.9,承前启后的史诗篇章。
"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...;
                            2001 / 新西兰 美国 / 剧情 动作 奇幻 冒险
                        ;
                                ;
                            ","指环王1：魔戒再现, / The Lord of the Rings: The Fellowship of the Ring",8.9,传说的开始。
"
                            导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets...;
                            1995 / 日本 / 剧情 爱情
                        ;
                                ;
                            ","情书, / Love Letter",8.8,暗恋的极致。
"
                            导演: 杨宇硕 Woo-seok Yang   主演: 宋康昊 Kang-ho Song / 吴达洙 Dal-su O...;
                            2013 / 韩国 / 剧情
                        ;
                                ;
                            ","辩护人, / 변호인",9.1,电影的现实意义大过电影本身。
"
                            导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...;
                            2001 / 法国 德国 / 喜剧 爱情
                        ;
                                ;
                            ","天使爱美丽, / Le fabuleux destin d'Amélie Poulain",8.7,法式小清新。 
"
                            导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...;
                            1984 / 意大利 美国 / 犯罪 剧情
                        ;
                                ;
                            ","美国往事, / Once Upon a Time in America",9.1,往事如烟，无处祭奠。
"
                            导演: 李安 Ang Lee   主演: 吴倩莲 Chien-lien Wu / 杨贵媚 Kuei-Mei Yang /...;
                            1994 / 台湾 美国 / 剧情 家庭
                        ;
                                ;
                            ","饮食男女, / 飲食男女",9.1,人生不能像做菜，把所有的料都准备好了才下锅。
"
                            导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...;
                            2016 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ","疯狂动物城, / Zootopia",9.2,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
"
                            导演: 罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod...;
                            2002 / 法国 德国 英国 波兰 / 剧情 传记 历史 战争
                        ;
                                ;
                            ","钢琴家, / The Pianist",9.0,音乐能化解仇恨。
"
                            导演: Roger Allers / 罗伯·明可夫 Rob Minkoff   主演: 乔纳森·泰勒·托马...;
                            1994 / 美国 / 剧情 动画 冒险 歌舞 家庭
                        ;
                                ;
                            ","狮子王, / The Lion King",8.9,动物版《哈姆雷特》。
"
                            导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...;
                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ;
                                ;
                            ","七宗罪, / Se7en",8.7,警察抓小偷，老鼠玩死猫。
"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...;
                            2006 / 日本 / 剧情 歌舞
                        ;
                                ;
                            ","被嫌弃的松子的一生, / 嫌われ松子の一生",8.9,以戏谑来戏谑戏谑。
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...;
                            2006 / 美国 英国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","致命魔术, / The Prestige",8.8,孪生蝙蝠侠大战克隆金刚狼。
"
                            导演: 马基德·马基迪 Majid Majidi   主演: Amir Farrokh Hashemian / 默罕...;
                            1997 / 伊朗 / 剧情 家庭 儿童
                        ;
                                ;
                            ","小鞋子, / بچههای آسمان",9.2,奔跑的孩子是天使。
"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...;
                            1995 / 美国 / 动作 传记 剧情 历史 战争
                        ;
                                ;
                            ","勇敢的心, / Braveheart",8.8,史诗大片的典范。
"
                            导演: Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·瑞德 Winona ...;
                            1990 / 美国 / 剧情 奇幻 爱情
                        ;
                                ;
                            ","剪刀手爱德华, / Edward Scissorhands",8.7,浪漫忧郁的成人童话。
"
                            导演: Robert Wise   主演: 朱丽·安德鲁斯 Julie Andrews / 克里斯托弗·普...;
                            1965 / 美国 / 剧情 爱情 歌舞 家庭 传记
                        ;
                                ;
                            ","音乐之声, / The Sound of Music",8.9,用音乐化解仇恨，让歌声串起美好。
"
                            导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...;
                            2013 / 韩国 / 剧情 犯罪 家庭
                        ;
                                ;
                            ","素媛, / 소원",9.1,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...;
                            1994 / 美国 / 剧情 喜剧 犯罪
                        ;
                                ;
                            ","低俗小说, / Pulp Fiction",8.8,故事的高级讲法。
"
                            导演: 大卫·芬奇 David Fincher   主演: 凯特·布兰切特 Cate Blanchett / ...;
                            2008 / 美国 / 剧情 爱情 奇幻
                        ;
                                ;
                            ","本杰明·巴顿奇事, / The Curious Case of Benjamin Button",8.7,在时间之河里感受溺水之苦。
"
                            导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...;
                            1999 / 美国 澳大利亚 / 动作 科幻
                        ;
                                ;
                            ","黑客帝国, / The Matrix",8.8,视觉革命。
"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...;
                            1991 / 美国 / 剧情 犯罪 惊悚
                        ;
                                ;
                            ","沉默的羔羊, / The Silence of the Lambs",8.7,安东尼·霍普金斯的顶级表演。
"
                            导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...;
                            2008 / 日本 / 剧情
                        ;
                                ;
                            ","入殓师, / おくりびと",8.8,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...;
                            1998 / 美国 / 剧情 历史 战争
                        ;
                                ;
                            ","拯救大兵瑞恩, / Saving Private Ryan",8.9,美利坚精神输出大片No1.
"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...;
                            2000 / 意大利 美国 / 剧情 战争 情色
                        ;
                                ;
                            ","西西里的美丽传说, / Malèna",8.7,美丽无罪。
"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...;
                            2009 / 澳大利亚 / 剧情 动画
                        ;
                                ;
                            ","玛丽和马克思, / Mary and Max",8.9,你是我最好的朋友，你是我唯一的朋友 。
"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...;
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        ;
                                ;
                            ","蝴蝶效应, / The Butterfly Effect",8.7,人的命运被自己瞬间的抉择改变。
"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...;
                            1997 / 香港 日本 韩国 / 剧情 爱情 同性
                        ;
                                ;
                            ","春光乍泄, / 春光乍洩",8.8,爱情纠缠，男女一致。
"
                            导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...;
                            2010 / 中国大陆 香港 / 剧情 喜剧 动作 西部
                        ;
                                ;
                            ",让子弹飞,8.7,你给我翻译翻译，神马叫做TMD的惊喜。
"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...;
                            1997 / 美国 / 剧情
                        ;
                                ;
                            ","心灵捕手, / Good Will Hunting",8.7,人生中应该拥有这样的一段豁然开朗。
"
                            导演: 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang   主演: 邱岳峰 Yuefeng Qiu /...;
                            1961 / 1964 / 1978 / 2004 / 中国大陆 / 动画 奇幻
                        ;
                                ;
                            ",大闹天宫,9.2,经典之作，历久弥新。
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...;
                            1997 / 日本 / 动作 爱情 战争 动画 奇幻 冒险
                        ;
                                ;
                            ","幽灵公主, / もののけ姫",8.8,人与自然的战争史诗。
"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao;
                            1994 / 中国大陆 香港 / 剧情
                        ;
                                ;
                            ",阳光灿烂的日子,8.7,一场华丽的意淫。
"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...;
                            1999 / 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","第六感, / The Sixth Sense",8.8,深入内心的恐怖，出人意料的结局。
"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...;
                            1994 / 香港 / 剧情 爱情
                        ;
                                ;
                            ","重庆森林, / 重慶森林",8.7,寂寞没有期限。
"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...;
                            2003 / 美国 / 剧情 家庭 奇幻 冒险
                        ;
                                ;
                            ","大鱼, / Big Fish",8.7,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...;
                            1993 / 香港 / 喜剧 古装
                        ;
                                ;
                            ","射雕英雄传之东成西就, / 射鵰英雄傳之東成西就",8.7,百看不厌。 
"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...;
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","禁闭岛, / Shutter Island",8.6,昔日翩翩少年，今日大腹便便。
"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...;
                            1996 / 香港 / 剧情 爱情
                        ;
                                ;
                            ",甜蜜蜜,8.8,相逢只要一瞬间，等待却像是一辈子。
"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...;
                            2011 / 韩国 / 剧情 喜剧
                        ;
                                ;
                            ","阳光姐妹淘, / 써니",8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 
"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...;
                            2000 / 台湾 日本 / 剧情 爱情 家庭
                        ;
                                ;
                            ",一一,8.9,我们都曾经是一一。
"
                            导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...;
                            2002 / 巴西 法国 / 犯罪 剧情
                        ;
                                ;
                            ","上帝之城, / Cidade de Deus",8.9,被上帝抛弃了的上帝之城。
"
                            导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet;
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","致命ID, / Identity",8.6,最不可能的那个人永远是最可能的。
"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...;
                            2012 / 丹麦 瑞典 / 剧情
                        ;
                                ;
                            ","狩猎, / Jagten",9.0,人言可畏。
"
                            导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...;
                            1987 / 意大利 中国大陆 英国 法国 / 剧情 传记 历史
                        ;
                                ;
                            ","末代皇帝, / The Last Emperor",8.9,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...;
                            2010 / 日本 / 剧情 惊悚
                        ;
                                ;
                            ",告白,8.7,没有一人完全善，也没有一人完全恶。
"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...;
                            2014 / 美国 德国 英国 / 剧情 喜剧
                        ;
                                ;
                            ","布达佩斯大饭店, / The Grand Budapest Hotel",8.7,小清新的故事里注入了大历史的情怀。
"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...;
                            2003 / 美国 / 动作 冒险 奇幻
                        ;
                                ;
                            ","加勒比海盗, / Pirates of the Caribbean: The Curse of the Black Pearl",8.6,约翰尼·德普的独角戏。
"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...;
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ;
                                ;
                            ","断背山, / Brokeback Mountain",8.6,每个人心中都有一座断背山。
"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...;
                            2016 / 西班牙 / 犯罪 悬疑 惊悚
                        ","看不见的客人, / Contratiempo",8.7,
"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...;
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ;
                                ;
                            ","爱在黎明破晓前, / Before Sunrise",8.7,缘分是个连绵词，最美不过一瞬。
"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...;
                            1936 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","摩登时代, / Modern Times",9.2,大时代中的人生，小人物的悲喜。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...;
                            2002 / 美国 加拿大 / 传记 犯罪 剧情
                        ;
                                ;
                            ","猫鼠游戏, / Catch Me If You Can",8.7,骗子大师和执著警探的你追我跑故事。 
"
                            导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint;
                            2001 / 美国 英国 / 奇幻 冒险
                        ;
                                ;
                            ","哈利·波特与魔法石, / Harry Potter and the Sorcerer's Stone",8.7,童话世界的开端。
"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...;
                            2009 / 美国 英国 / 动作 冒险 奇幻 科幻
                        ;
                                ;
                            ","阿凡达, / Avatar",8.6,绝对意义上的美轮美奂。
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...;
                            1984 / 日本 / 科幻 动画 奇幻 冒险
                        ;
                                ;
                            ","风之谷, / 風の谷のナウシカ",8.8,动画片的圣经。
