movieInfo,title,star,quote
"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...;
                            2004 / 美国 / 剧情 爱情
                        ;
                                ;
                            ","爱在日落黄昏时, / Before Sunset",8.7,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
"
                            导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...;
                            2008 / 英国 美国 / 剧情 战争
                        ;
                                ;
                            ","穿条纹睡衣的男孩, / The Boy in the Striped Pajamas",8.9,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...;
                            1995 / 日本 / 剧情 爱情 动画 音乐
                        ;
                                ;
                            ","侧耳倾听, / 耳をすませば",8.8,少女情怀总是诗。
"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...;
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ;
                                ;
                            ","消失的爱人, / Gone Girl",8.7,年度最佳date movie。
"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子;
                            1988 / 日本 / 动画 剧情 战争
                        ;
                                ;
                            ","萤火虫之墓, / 火垂るの墓",8.7,幸福是生生不息，却难以触及的远。 
"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...;
                            2011 / 美国 / 剧情
                        ;
                                ;
                            ","超脱, / Detachment",8.8,穷尽一生，我们要学会的，不过是彼此拥抱。
"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...;
                            2010 / 美国 / 喜剧 动画 奇幻 冒险 家庭
                        ;
                                ;
                            ","驯龙高手, / How to Train Your Dragon",8.7,和谐的生活离不开摸头与被摸头。
"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...;
                            1987 / 香港 / 剧情 爱情 武侠 古装
                        ;
                                ;
                            ",倩女幽魂,8.6,两张绝世的脸。 
"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...;
                            1999 / 日本 / 剧情 喜剧
                        ;
                                ;
                            ","菊次郎的夏天, / 菊次郎の夏",8.7,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
"
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...;
                            2013 / 韩国 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ","恐怖直播, / 더 테러 라이브",8.7,恐怖分子的“秋菊打官司”。
"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...;
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ;
                                ;
                            ","红辣椒, / パプリカ",8.9,梦的勾结。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...;
                            2004 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","幸福终点站, / The Terminal",8.6,有时候幸福需要等一等。 
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...;
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片
                        ;
                                ;
                            ","海洋, / Océans",9.0,大海啊，不全是水。
"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...;
                            1954 / 日本 / 动作 冒险 剧情
                        ;
                                ;
                            ","七武士, / 七人の侍",9.2,时代悲歌。
"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...;
                            2010 / 香港 中国大陆 / 剧情 家庭
                        ;
                                ;
                            ","岁月神偷, / 歲月神偷",8.6,岁月流逝，来日可追。
"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...;
                            2010 / 美国 法国 / 喜剧 动画 冒险
                        ;
                                ;
                            ","神偷奶爸, / Despicable Me",8.5,Mr. I Don't Care其实也有Care的时候。
"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...;
                            2010 / 日本 / 动画 奇幻 冒险
                        ;
                                ;
                            ","借东西的小人阿莉埃蒂, / 借りぐらしのアリエッティ",8.7,曾经的那段美好会沉淀为一辈子的记忆。
"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...;
                            2004 / 美国 / 悬疑 惊悚 恐怖
                        ;
                                ;
                            ","电锯惊魂, / Saw",8.7,真相就在眼前。
"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...;
                            2007 / 美国 德国 / 动作 悬疑 惊悚
                        ;
                                ;
                            ","谍影重重3, / The Bourne Ultimatum",8.7,像吃了苏打饼一样干脆的电影。
"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...;
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚
                        ;
                                ;
                            ","杀人回忆, / 살인의 추억",8.6,关于连环杀人悬案的集体回忆。
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...;
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","真爱至上, / Love Actually",8.5,爱，是个动词。
"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...;
                            2008 / 英国 美国 / 剧情 爱情
                        ;
                                ;
                            ","贫民窟的百万富翁, / Slumdog Millionaire",8.5,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...;
                            1988 / 美国 / 剧情
                        ;
                                ;
                            ","雨人, / Rain Man",8.6,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...;
                            1994 / 美国 / 剧情 爱情 西部 家庭
                        ;
                                ;
                            ","燃情岁月, / Legends of the Fall",8.7,传奇，不是每个人都可以拥有。
"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...;
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装
                        ;
                                ;
                            ","东邪西毒, / 東邪西毒",8.6,电影诗。
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...;
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ;
                                ;
                            ","记忆碎片, / Memento",8.5,一个针管引发的血案。
"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...;
                            1966 / 法国 英国 / 喜剧 战争
                        ;
                                ;
                            ","虎口脱险, / La grande vadrouille",8.9,永远看不腻的喜剧。
"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...;
                            2014 / 日本 / 剧情
                        ;
                                ;
                            ","小森林 夏秋篇, / リトル・フォレスト 夏・秋",8.9,那些静得只能听见呼吸的日子里，你明白孤独即生活。
"
                            导演: 李安   主演: 赵文瑄 / 归亚蕾 / 金素梅;
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        ;
                                ;
                            ",喜宴,8.8,中国家庭的喜怒哀乐忍。
"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...;
                            1999 / 香港 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","喜剧之王, / 喜劇之王",8.5,我是一个演员。
"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...;
                            2013 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ","疯狂原始人, / The Croods",8.7,老少皆宜，这就是好莱坞动画的魅力。
"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...;
                            2001 / 美国 / 喜剧 动画 儿童 奇幻
                        ;
                                ;
                            ","怪兽电力公司, / Monsters, Inc.",8.6,不要给它起名字，起了名字就有感情了。
"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...;
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争
                        ;
                                ;
                            ","卢旺达饭店, / Hotel Rwanda",8.8,当这个世界闭上双眼，他却敞开了怀抱。
"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔丽·波曼 Natalie P...;
                            2010 / 美国 / 剧情 惊悚
                        ;
                                ;
                            ","黑天鹅, / Black Swan",8.5,黑暗之美。
"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...;
                            1996 / 英国 / 犯罪 剧情
                        ;
                                ;
                            ","猜火车, / Trainspotting",8.5,不可猜的青春迷笛。 
"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...;
                            2006 / 日本 / 剧情 爱情 科幻 动画
                        ;
                                ;
                            ","穿越时空的少女, / 時をかける少女",8.6,爱上未来的你。 
"
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson;
                            1940 / 美国 / 剧情 战争 爱情
                        ;
                                ;
                            ","魂断蓝桥, / Waterloo Bridge",8.8,中国式内在的美国电影。
"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...;
                            2004 / 美国 / 剧情 爱情
                        ;
                                ;
                            ","恋恋笔记本, / The Notebook",8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
"
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...;
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ;
                                ;
                            ","雨中曲, / Singin' in the Rain",8.9,骨灰级歌舞片。
"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...;
                            1986 / 香港 / 动作 犯罪
                        ;
                                ;
                            ",英雄本色,8.7,英雄泪短，兄弟情长。 
"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...;
                            2005 / 法国 英国 美国 / 剧情 爱情
                        ;
                                ;
                            ","傲慢与偏见, / Pride & Prejudice",8.4,爱是摈弃傲慢与偏见之后的曙光。
"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...;
                            1990 / 美国 / 剧情 犯罪
                        ;
                                ;
                            ","教父3, / The Godfather: Part III",8.7,任何信念的力量，都无法改变命运。
"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...;
                            1993 / 美国 / 剧情 犯罪
                        ;
                                ;
                            ","完美的世界, / A Perfect World",9.0,坏人的好总是比好人的好来得更感人。
"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...;
                            1991 / 香港 / 剧情 喜剧 动作 犯罪
                        ;
                                ;
                            ","纵横四海, / 緃横四海",8.7,香港浪漫主义警匪动作片的巅峰之作。
"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...;
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        ;
                                ;
                            ","萤火之森, / 蛍火の杜へ",8.7,触不到的恋人。
"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...;
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        ;
                                ;
                            ","玩具总动员3, / Toy Story 3",8.8,跨度十五年的欢乐与泪水。
"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...;
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
                        ;
                                ;
                            ","哈利·波特与死亡圣器(下), / Harry Potter and the Deathly Hallows: Part 2",8.6,10年的完美句点。
"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...;
                            2000 / 香港 法国 / 剧情 爱情
                        ;
                                ;
                            ","花样年华, / 花樣年華",8.5,偷情本没有这样美。
"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...;
                            2013 / 韩国 / 剧情 喜剧 家庭
                        ;
                                ;
                            ","7号房的礼物, / 7번방의 선물",8.7,《我是山姆》的《美丽人生》。
"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...;
                            2016 / 美国 / 剧情 家庭
                        ;
                                ;
                            ","海边的曼彻斯特, / Manchester by the Sea",8.6,我们都有权利不与自己的过去和解。
"
                            导演: 郭柯 Ke Guo   主演: ;
                            2015 / 中国大陆 / 纪录片
                        ",二十二,8.8,
"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...;
                            2001 / 美国 / 剧情 家庭
                        ;
                                ;
                            ","我是山姆, / I Am Sam",8.8,爱并不需要智商 。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...;
                            2001 / 美国 / 冒险 剧情 科幻
                        ;
                                ;
                            ","人工智能, / Artificial Intelligence: AI",8.6,对爱的执着，可以超越一切。
"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...;
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        ;
                                ;
                            ","荒蛮故事, / Relatos salvajes",8.7,始于荒诞，止于更荒诞。
"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...;
                            2008 / 德国 / 剧情 惊悚
                        ;
                                ;
                            ","浪潮, / Die Welle",8.7,世界离独裁只有五天。
"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...;
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        ;
                                ;
                            ","香水, / Perfume: The Story of a Murderer",8.4,一个单凭体香达到高潮的男人。
"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...;
                            2002 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ","冰川时代, / Ice Age",8.4,松鼠才是角儿。
"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...;
                            2008 / 美国 德国 / 剧情 爱情
                        ;
                                ;
                            ","朗读者, / The Reader",8.5,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...;
                            2015 / 日本 / 剧情
                        ;
                                ;
                            ","小森林 冬春篇, / リトル・フォレスト 冬・春",8.9,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...;
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        ;
                                ;
                            ","追随, / Following",8.9,诺兰的牛逼来源于内心散发出的恐惧。
"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...;
                            2004 / 美国 德国 / 犯罪 剧情
                        ;
                                ;
                            ","撞车, / Crash",8.6,天使与魔鬼的冲撞。
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...;
                            2013 / 英国 / 剧情 爱情 奇幻
                        ;
                                ;
                            ","时空恋旅人, / About Time",8.6,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...;
                            1993 / 香港 / 喜剧 爱情 古装
                        ;
                                ;
                            ","唐伯虎点秋香, / 唐伯虎點秋香",8.4,华太师是黄霑，吴镇宇四大才子之一。
"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...;
                            1950 / 日本 / 犯罪 剧情 悬疑
                        ;
                                ;
                            ","罗生门, / 羅生門",8.7,人生的N种可能性。
"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...;
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ",心迷宫,8.6,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...;
                            2011 / 伊朗 法国 / 剧情 家庭
                        ;
                                ;
                            ","一次别离, / جدایی نادر از سیمین",8.7,只有有信仰的人才能说出事实真相。
"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...;
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        ;
                                ;
                            ","超能陆战队, / Big Hero 6",8.6,Balalala~~~
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...;
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        ;
                                ;
                            ","蝙蝠侠：黑暗骑士崛起, / The Dark Knight Rises",8.5,诺兰就是保证。
"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...;
                            2005 / 美国 法国 / 剧情 犯罪
                        ;
                                ;
                            ","战争之王, / Lord of War",8.5,做一颗让别人需要你的棋子。
"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...;
                            2004 / 中国大陆 香港 / 剧情 犯罪
                        ;
                                ;
                            ",可可西里,8.7,坚硬的信仰。
"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...;
                            2000 / 美国 / 剧情
                        ;
                                ;
                            ","梦之安魂曲, / Requiem for a Dream",8.7,一场没有春天的噩梦。
"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...;
                            2007 / 印度 / 剧情 儿童 家庭
                        ;
                                ;
                            ","地球上的星星, / Taare Zameen Par",8.8,天使保护事件始末。
"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...;
                            1997 / 日本 / 动画 奇幻 惊悚
                        ;
                                ;
                            ","未麻的部屋, / Perfect Blue",8.8,好的剧本是，就算你猜到了结局也猜不到全部。
"
                            导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...;
                            1988 / 法国 美国 意大利 / 剧情 爱情
                        ;
                                ;
                            ","碧海蓝天, / Le grand bleu",8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
"
                            导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...;
                            2014 / 美国 / 剧情 音乐
                        ;
                                ;
                            ","爆裂鼓手, / Whiplash",8.6,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...;
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","恐怖游轮, / Triangle",8.3,不要企图在重复中寻找已经失去的爱。
"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...;
                            2007 / 日本 / 动画 剧情 爱情
                        ;
                                ;
                            ","秒速5厘米, / 秒速5センチメートル",8.3,青春就是放弃和怀念。
"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...;
                            2004 / 美国 德国 / 动作 悬疑 惊悚
                        ;
                                ;
                            ","谍影重重2, / The Bourne Supremacy",8.5,谁说王家卫镜头很晃？
"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...;
                            1990 / 香港 / 犯罪 剧情 爱情
                        ;
                                ;
                            ","阿飞正传, / 阿飛正傳",8.5,王家卫是一种风格，张国荣是一个代表。
"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...;
                            2013 / 美国 / 剧情 传记 同性
                        ;
                                ;
                            ","达拉斯买家俱乐部, / Dallas Buyers Club",8.6,Jared Leto的腿比女人还美！
"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...;
                            1991 / 台湾 / 剧情 犯罪
                        ;
                                ;
                            ","牯岭街少年杀人事件, / 牯嶺街少年殺人事件",8.7,弱者送给弱者的一刀。
"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...;
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚
                        ;
                                ;
                            ","谍影重重, / The Bourne Identity",8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...;
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐
                        ;
                                ;
                            ","海盗电台, / The Boat That Rocked",8.6,生命不止，摇滚不死。
"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles;
                            1960 / 美国 / 悬疑 惊悚 恐怖
                        ;
                                ;
                            ","惊魂记, / Psycho",8.9,故事的反转与反转，分裂电影的始祖。
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平;
                            1989 / 日本 / 动画 奇幻 冒险
                        ;
                                ;
                            ","魔女宅急便, / 魔女の宅急便",8.4,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...;
                            2012 / 美国 / 剧情 动作 西部 冒险
                        ;
                                ;
                            ","被解救的姜戈, / Django Unchained",8.5,热血沸腾，那个低俗、性感的无耻混蛋又来了。
"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...;
                            2013 / 美国 / 喜剧 爱情 音乐
                        ;
                                ;
                            ","再次出发之纽约遇见你, / Begin Again",8.5,爱我就给我看你的播放列表。
"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...;
                            1953 / 日本 / 剧情 家庭
                        ;
                                ;
                            ","东京物语, / 東京物語",9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...;
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ;
                                ;
                            ","绿里奇迹, / The Green Mile",8.7,天使暂时离开。
"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...;
                            1993 / 香港 / 剧情 奇幻 古装
                        ;
                                ;
                            ",青蛇,8.4,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...;
                            1991 / 美国 法国 / 犯罪 剧情 惊悚
                        ;
                                ;
                            ","末路狂花, / Thelma & Louise",8.7,没有了退路，只好飞向自由。
"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...;
                            1996 / 美国 / 动作 冒险
                        ;
                                ;
                            ","勇闯夺命岛, / The Rock",8.5,类型片的极致。 
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...;
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
                        ;
                                ;
                            ","迁徙的鸟, / Le peuple migrateur",9.1,最美的飞翔。
"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...;
                            1979 / 中国大陆 / 冒险 动画 奇幻
                        ;
                                ;
                            ",哪吒闹海,8.8,想你时你在闹海。
"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...;
                            2007 / 美国 / 冒险 传记 剧情
                        ;
                                ;
                            ","荒野生存, / Into the Wild",8.6,出门必备：本草纲目。
"
                            导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...;
                            1942 / 美国 / 剧情 爱情 战争
                        ;
                                ;
                            ","卡萨布兰卡, / Casablanca",8.6,与同名歌曲无关。
"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...;
                            1991 / 美国 法国 / 动作 科幻
                        ;
                                ;
                            ","终结者2：审判日, / Terminator 2: Judgment Day",8.5,少见的超越首部的续集，动作片中的经典。
"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...;
                            1987 / 日本 / 剧情
                        ;
                                ;
                            ","忠犬八公物语, / ハチ公物語",9.0,养狗三日，便会对你终其一生。
"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...;
                            2007 / 美国 / 剧情 科幻
                        ;
                                ;
                            ","这个男人来自地球, / The Man from Earth",8.5,科幻真正的魅力不是视觉效果能取代的。 
"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...;
                            2011 / 美国 加拿大 / 爱情 科幻 悬疑 惊悚
                        ;
                                ;
                            ","源代码, / Source Code",8.3,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
"
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...;
                            1997 / 美国 / 动作 科幻 犯罪 惊悚
                        ;
                                ;
                            ","变脸, / Face/Off",8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...;
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
                        ;
                                ;
                            ","新龙门客栈, / 新龍門客棧",8.4,嬉笑怒骂，调风动月。
"
                            导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步;
                            1996 / 日本 / 犯罪 剧情
                        ;
                                ;
                            ","燕尾蝶, / スワロウテイル",8.6,现实与童话交相辉映的旅程。
"
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...;
                            2003 / 美国 澳大利亚 / 动作 科幻
                        ;
                                ;
                            ","黑客帝国3：矩阵革命, / The Matrix Revolutions",8.5,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef;
                            1966 / 意大利 西班牙 西德 / 冒险 西部
                        ;
                                ;
                            ","黄金三镖客, / Il buono, il brutto, il cattivo.",9.1,最棒的西部片。
